name,src_file,src_line,self_total_ms,calls,self_mean_us,self_max_ms
LLDrawPoolFullbrightAlphaMask::renderPostDeferred,E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp,186,0.148969,1011,0.14734817012858556,0.001052
LLVOAvatar::calculateAttachmentComplexity,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,11794,0.14717,212,0.6941981132075472,0.002738
gi - function queue,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2352,0.146453,172,0.851470930232558,0.002429
`anonymous-namespace'::RecordToFixedBuffer::recordMessage,E:\BoxxyViewer\indra\llcommon\llerror.cpp,316,0.146136,44,3.3212727272727274,0.006996
LLPipeline::unlinkDrawable,E:\BoxxyViewer\indra\newview\pipeline.cpp,1919,0.145962,42,3.475285714285714,0.007027
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::resize,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,182,0.145717,344,0.42359593023255815,0.001099
df LLTrace,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1367,0.144163,172,0.8381569767441861,0.001648
df Display,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1500,0.143519,172,0.8344127906976744,0.001691
genDrawInfo - face size,E:\BoxxyViewer\indra\newview\llvovolume.cpp,6654,0.143371,2661,0.05387861706125517,0.001938
LLVolumeFace::resizeIndices,E:\BoxxyViewer\indra\llmath\llvolume.cpp,7062,0.141833,414,0.34259178743961355,0.010937
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::AccumulatorBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,68,0.141816,344,0.41225581395348837,0.001165
LLPumpIO::pump,E:\BoxxyViewer\indra\llmessage\llpumpio.cpp,435,0.14075,172,0.8183139534883721,0.001632
LLAppViewer::idleNetwork,E:\BoxxyViewer\indra\newview\llappviewer.cpp,6046,0.139851,172,0.8130872093023256,0.002088
LLQueuedThread::processRequest,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,435,0.139795,227,0.6158370044052864,0.002264
LLPerfStats::StatsRecorder::send,E:\BoxxyViewer\indra\newview\llperfstats.h,177,0.139134,1721,0.08084485764090646,0.000924
LLRenderPass::pushUntexturedRiggedGLTFBatches,E:\BoxxyViewer\indra\newview\lldrawpool.cpp,1011,0.137141,1024,0.1339267578125,0.022041
FTM_OBJECTLIST_UPDATE,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5477,0.136681,172,0.7946569767441861,0.001367
tfwdw - LOAD_FROM_NETWORK,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1259,0.134891,17,7.934764705882353,0.029111
Texture Unbind,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,1024,0.134689,173,0.7785491329479769,0.001676
shadow alpha grass,E:\BoxxyViewer\indra\newview\pipeline.cpp,9969,0.132848,2048,0.0648671875,0.002239
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::~AccumulatorBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,79,0.129918,344,0.3776686046511628,0.00141
tfwdw - WAIT_ON_WRITE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1909,0.129043,48,2.6883958333333333,0.021751
getGeometryVolume - norm mat override,E:\BoxxyViewer\indra\newview\llface.cpp,1566,0.12812,5268,0.024320425208807898,0.000978
media sort,E:\BoxxyViewer\indra\newview\llviewermedia.cpp,686,0.128006,172,0.7442209302325581,0.001508
LLTrace::AccumulatorBufferGroup::append,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,105,0.125045,1376,0.09087572674418605,0.000935
tfwdw - WRITE_TO_CACHE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1866,0.123682,18,6.871222222222222,0.017227
LLWindowWin32::gatherInput,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2306,0.122861,172,0.7143081395348837,0.005756
LLSkinningUtil::updateRiggingInfo,E:\BoxxyViewer\indra\newview\llskinningutil.cpp,332,0.122337,69,1.773,0.035484
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::~AccumulatorBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,79,0.122287,344,0.35548546511627904,0.001261
update sky,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,918,0.121845,173,0.7043063583815029,0.002594
LLDrawPoolBump::renderFullbrightShiny,E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp,355,0.121297,1850,0.06556594594594595,0.011274
LLPerfStats::StatsRecorder::processUpdate,E:\BoxxyViewer\indra\newview\llperfstats.h,241,0.120574,1893,0.0636946645536186,0.000844
lllog,E:\BoxxyViewer\indra\newview\llselectmgr.cpp,6019,0.12026,44,2.733181818181818,0.006445
LLTextureCache::readFromCache,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,1956,0.119342,19,6.281157894736842,0.078828
LLTrace::PeriodicRecording::getPeriodMaxPerSec,E:\BoxxyViewer\indra\llcommon\lltracerecording.h,482,0.115331,344,0.33526453488372093,0.001854
LLSharedMutex::lockExclusive,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,207,0.114358,333,0.34341741741741744,0.003422
qt - update,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,166,0.113422,516,0.21981007751937984,0.003686
lllog,E:\BoxxyViewer\indra\newview\llviewerobject.cpp,5837,0.112153,3406,0.03292806811509102,0.000418
LLTrace::AccumulatorBufferGroup::makeCurrent,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,69,0.111385,344,0.3237936046511628,0.001125
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::resize,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,182,0.111154,344,0.3231220930232558,0.00131
FTM_UI_STRING,E:\BoxxyViewer\indra\llui\lluistring.cpp,128,0.10928,63,1.7346031746031747,0.005534
LLVOAvatar::idleUpdateRenderComplexity,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,11633,0.108715,710,0.15311971830985915,0.001097
Image Update Bump,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,863,0.108606,173,0.6277803468208092,0.009119
FTM_NETWORK,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5529,0.108443,173,0.6268381502890173,0.007643
LLGLSLShader::uniform2fv,E:\BoxxyViewer\indra\llrender\llglslshader.cpp,1935,0.107727,4702,0.022910888983411315,0.00702
mwp - DefWindowProc,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,3621,0.107582,117,0.9195042735042736,0.027191
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::~AccumulatorBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,79,0.10758,344,0.3127325581395349,0.007099
LLEnvironment::DayInstance::applyTimeDelta,E:\BoxxyViewer\indra\newview\llenvironment.cpp,2673,0.107194,173,0.6196184971098265,0.001312
LLDrawPoolSimple::renderDeferred,E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp,101,0.106996,578,0.18511418685121106,0.000965
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::resize,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,182,0.103717,344,0.3015029069767442,0.001283
LLTrace::PeriodicRecording::nextPeriod,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,450,0.103301,172,0.6005872093023256,0.001325
LLTextureFetchWorker::setState,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,3084,0.101677,213,0.4773568075117371,0.002994
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::AccumulatorBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,68,0.101509,344,0.2950843023255814,0.001257
Update Geom,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,761,0.099354,173,0.574300578034682,0.017303
LLDrawPoolBump::bindBumpMap,E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp,445,0.098847,560,0.1765125,0.001166
LLDrawPoolAvatar::beginDeferredPass,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,166,0.098772,1821,0.05424052718286656,0.000865
LLVolume::createVolumeFaces,E:\BoxxyViewer\indra\llmath\llvolume.cpp,2935,0.097989,70,1.3998428571428572,0.045943
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::resize,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,182,0.097677,344,0.2839447674418604,0.001093
LLThread::wake,E:\BoxxyViewer\indra\llcommon\llthread.cpp,473,0.097618,516,0.18918217054263564,0.000874
LLQueuedThread::completeRequest,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,390,0.097221,49,1.9841020408163266,0.015174
vftuf - current < min,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2268,0.096632,8086,0.011950531783329211,0.003006
LLTerrainMaterials::getMaterialType,E:\BoxxyViewer\indra\newview\llvlcomposition.cpp,212,0.096629,202,0.47836138613861384,0.001336
LLMutexTrylock::~LLMutexTrylock,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,391,0.096554,4472,0.02159078711985689,0.000803
subimage - batched lines,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1077,0.094888,15,6.325866666666667,0.008225
qtpr - retry,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,490,0.093908,174,0.5397011494252874,0.003009
FTM_WINDOW_CHECK_SETTINGS,E:\BoxxyViewer\indra\newview\llviewerwindow.cpp,6135,0.093239,173,0.5389537572254335,0.039697
LLPerfStats::StatsRecorder::toggleBuffer,E:\BoxxyViewer\indra\newview\llperfstats.cpp,160,0.092223,172,0.5361802325581395,0.001418
Autopilot,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5315,0.092161,172,0.5358197674418604,0.001244
LLSettingsSky::updateSettings,E:\BoxxyViewer\indra\llinventory\llsettingssky.cpp,1122,0.09118,173,0.5270520231213872,0.001271
LLDrawPoolFullbright::renderPostDeferred,E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp,158,0.090961,1011,0.08997131552917904,0.000785
LLDrawable::init,E:\BoxxyViewer\indra\newview\lldrawable.cpp,102,0.089919,41,2.1931463414634145,0.002995
LLViewerObjectList::updateActive,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,1500,0.089674,1718,0.05219674039580908,0.000735
LLTrace::Recording::handleStart,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,129,0.088996,172,0.5174186046511629,0.002133
LLVOVolume::lodOrSculptChanged,E:\BoxxyViewer\indra\newview\llvovolume.cpp,2144,0.088955,370,0.2404189189189189,0.001411
LLMaterial::getHash,E:\BoxxyViewer\indra\llprimitive\llmaterial.cpp,470,0.087016,2672,0.032565868263473054,0.001106
LLPath::genNGon,E:\BoxxyViewer\indra\llmath\llvolume.cpp,1224,0.085718,26,3.296846153846154,0.009965
lllog,E:\BoxxyViewer\indra\newview\llvovolume.cpp,433,0.085153,1097,0.07762351868732908,0.00043
LLDrawPoolAvatar::endDeferredPass,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,192,0.083943,1821,0.04609719934102142,0.000942
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::reset,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,132,0.083322,2752,0.030276889534883722,0.000746
LLMemoryInfo::loadStatsMap,E:\BoxxyViewer\indra\llcommon\llsys.cpp,920,0.082196,10,8.2196,0.011166
mwp - WM_TIMER,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2435,0.081935,111,0.7381531531531532,0.001759
df resumeMainloopTimeout,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1625,0.081705,172,0.47502906976744186,0.001092
LLHeadRotMotion::onUpdate,E:\BoxxyViewer\indra\llcharacter\llheadrotmotion.cpp,178,0.081286,184,0.4417717391304348,0.001306
LLTrace::AccumulatorBufferGroup::sync,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,133,0.081123,860,0.09432906976744186,0.001098
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,7181,0.080818,3474,0.023263672999424292,0.000876
display_stats,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,242,0.080328,172,0.4670232558139535,0.001139
LFS Thread,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1593,0.079399,172,0.4616220930232558,0.00698
LLTextureFetch::createRequest,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2520,0.078193,19,4.1154210526315795,0.00657
LLCore::HttpRequest::requestGetByteRange,E:\BoxxyViewer\indra\llcorehttp\httprequest.cpp,219,0.077861,20,3.89305,0.011048
LLBumpImageList::onSourceUpdated,E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp,870,0.077494,16,4.843375,0.009186
LLReflectionMap::update,E:\BoxxyViewer\indra\newview\llreflectionmap.cpp,55,0.076961,172,0.44744767441860467,0.001693
LLTrace::ThreadRecorder::pullFromChildren,E:\BoxxyViewer\indra\llcommon\lltracethreadrecorder.cpp,282,0.076828,172,0.4466744186046512,0.006245
LLCore::HttpLibcurl::addOp,E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp,223,0.075917,43,1.765511627906977,0.008434
"LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::done",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,587,0.074756,1512,0.049441798941798946,0.000476
LLViewerObjectList::findOrphans,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,2002,0.074743,1677,0.044569469290399524,0.001312
tcwfw - read,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,735,0.074192,19,3.904842105263158,0.005855
Clear stats maps,E:\BoxxyViewer\indra\newview\llperfstats.cpp,219,0.073707,172,0.4285290697674419,0.001339
network,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5299,0.073076,172,0.42486046511627906,0.001206
LLTrace::AccumulatorBufferGroup::merge,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,114,0.072869,1204,0.06052242524916944,0.00276
Texture Cache,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1670,0.072529,172,0.4216802325581396,0.000663
display - 4,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,893,0.071588,173,0.4138034682080925,0.001103
LLTextureFetch::getRequestFinished,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2795,0.071557,14,5.1112142857142855,0.009037
processRequest - retry,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,521,0.070582,173,0.40798843930635836,0.004653
LLCore::HttpOpRequest::stageFromActive,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,219,0.069149,42,1.646404761904762,0.002961
LLVolume::generate,E:\BoxxyViewer\indra\llmath\llvolume.cpp,2047,0.068649,70,0.9807,0.004309
LLVolumeFace::createSide,E:\BoxxyViewer\indra\llmath\llvolume.cpp,7125,0.06814,219,0.3111415525114155,0.002306
LLSpatialPartition::remove,E:\BoxxyViewer\indra\newview\llspatialpartition.cpp,956,0.067672,1356,0.04990560471976401,0.000859
LLVertexBuffer::genIndices,E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp,1115,0.067387,2795,0.02410983899821109,0.00071
FTM_DISPLAY_DEBUG_TEXT,E:\BoxxyViewer\indra\newview\llviewerwindow.cpp,981,0.066938,172,0.3891744186046512,0.001142
LLImageDecodeThread::update,E:\BoxxyViewer\indra\llimage\llimageworker.cpp,82,0.06651,172,0.3866860465116279,0.001121
LLViewerTextureList::updateImagesCreateTextures,E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp,1093,0.066163,173,0.3824450867052023,0.002012
LLDrawPoolAlphaMask::renderDeferred,E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp,118,0.066136,578,0.11442214532871972,0.002099
List,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,868,0.065742,173,0.3800115606936416,0.00096
"LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::size",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,555,0.065254,1892,0.034489429175475685,0.001515
shadow geom,E:\BoxxyViewer\indra\newview\pipeline.cpp,9930,0.065235,1024,0.0637060546875,0.000716
LLWindowWin32::mainWindowProc,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2393,0.064938,117,0.555025641025641,0.00106
df gMeshRepo,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1608,0.064693,172,0.3761220930232558,0.000941
df pauseMainloopTimeout,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1465,0.064325,172,0.3739825581395349,0.002172
LLTextureFetch::getWorkerAfterLock,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2771,0.064232,129,0.49792248062015504,0.006113
LLVolumeFace::create,E:\BoxxyViewer\indra\llmath\llvolume.cpp,5396,0.064162,307,0.20899674267100976,0.004441
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,11460,0.063864,214,0.2984299065420561,0.01381
df idle,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1472,0.063668,172,0.37016279069767444,0.001043
w32t - Function Queue,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,5594,0.063087,111,0.5683513513513514,0.029408
lllog,E:\BoxxyViewer\indra\llui\lltextbase.cpp,2601,0.06293,814,0.0773095823095823,0.050746
LLPipeline::updateGL,E:\BoxxyViewer\indra\newview\pipeline.cpp,2797,0.062924,173,0.3637225433526012,0.001454
Image Fetch,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1678,0.062609,172,0.36400581395348836,0.000908
LLTrace::BlockTimer::updateTimes,E:\BoxxyViewer\indra\llcommon\llfasttimer.cpp,266,0.062421,688,0.09072819767441861,0.00075
LLViewerParcelOverlay::updateGL,E:\BoxxyViewer\indra\newview\llviewerparceloverlay.cpp,633,0.061737,77,0.8017792207792207,0.001346
lllog,E:\BoxxyViewer\indra\llplugin\llpluginmessagepipe.cpp,325,0.061441,818,0.07511124694376528,0.004112
display - 5,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,994,0.061372,173,0.3547514450867052,0.000978
LLMotionController::activateMotionInstance,E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp,979,0.060765,134,0.45347014925373136,0.002355
LLViewerObjectList::cleanupReferences,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,1284,0.06031,42,1.4359523809523809,0.002981
LLSettingsBlenderTimeDelta::applyTimeDelta,E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp,803,0.059874,346,0.17304624277456648,0.000906
LLViewerObject::markDead,E:\BoxxyViewer\indra\newview\llviewerobject.cpp,425,0.059848,42,1.424952380952381,0.002203
LLTextureFetchWorker::onCompleted,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1956,0.059521,16,3.7200625,0.006191
llvfcs - copy verts,E:\BoxxyViewer\indra\llmath\llvolume.cpp,7170,0.059469,219,0.2715479452054794,0.003902
LLTextureFetch::threadedUpdate,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,3051,0.058708,172,0.3413255813953488,0.016818
`anonymous-namespace'::RecordToStderr::writeANSI,E:\BoxxyViewer\indra\llcommon\llerror.cpp,279,0.056128,44,1.2756363636363637,0.002792
FTM_CLEANUP,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5493,0.055643,173,0.321635838150289,0.001062
llsd_equals,E:\BoxxyViewer\indra\llcommon\llsdutil.cpp,770,0.055561,218,0.25486697247706425,0.000667
LLSpatialPartition::rebuildGeom,E:\BoxxyViewer\indra\newview\llspatialpartition.cpp,357,0.05528,1235,0.04476113360323887,0.000925
"LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::tryLock",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,278,0.054365,16,3.3978125,0.020654
LLMeshHandlerBase::onCompleted,E:\BoxxyViewer\indra\newview\llmeshrepository.cpp,3641,0.054254,3,18.084666666666667,0.03192
LLRender::setAmbientLightColor,E:\BoxxyViewer\indra\llrender\llrender.cpp,1408,0.053837,1991,0.027040180813661475,0.000983
LLViewerFetchedTexture::doLoadedCallbacks,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2658,0.053133,346,0.15356358381502888,0.001082
lllog,E:\BoxxyViewer\indra\newview\llvovolume.cpp,2572,0.053091,3406,0.015587492660011745,0.000672
shadow alpha blend,E:\BoxxyViewer\indra\newview\pipeline.cpp,9954,0.053076,2048,0.025916015625,0.000826
lllog,E:\BoxxyViewer\indra\newview\llcontrolavatar.cpp,234,0.052821,865,0.061064739884393066,0.000801
LLSharedMutex::unlockExclusive,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,306,0.052782,333,0.15850450450450448,0.001665
tfwdw - SEND_HTTP_REQ,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1386,0.052767,17,3.103941176470588,0.009673
LLCore::HttpOpRequest::stageFromRequest,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,203,0.051498,43,1.1976279069767444,0.003313
LLPipeline::processPartitionQ,E:\BoxxyViewer\indra\newview\pipeline.cpp,3144,0.051255,173,0.296271676300578,0.001469
LLWorld::renderPropertyLines,E:\BoxxyViewer\indra\newview\llworld.cpp,771,0.050287,172,0.2923662790697674,0.00071
Update Images,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,855,0.04853,173,0.2805202312138728,0.000641
LLUICtrlFactory::createWidgetImpl,E:\BoxxyViewer\indra\llui\lluictrlfactory.h,213,0.048361,1,48.361,0.048361
LLQueuedThread::update,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,143,0.048308,516,0.09362015503875969,0.000767
LLVolume::getLoDTriangleCounts,E:\BoxxyViewer\indra\llmath\llvolume.cpp,3993,0.047527,539,0.08817625231910947,0.000917
LLSD::operator [],E:\BoxxyViewer\indra\llcommon\llsd.cpp,1197,0.047403,2926,0.016200615174299385,0.000852
LLFace::init,E:\BoxxyViewer\indra\newview\llface.cpp,125,0.047309,1753,0.026987450085567598,0.000874
glTexImage2D,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1455,0.046333,35,1.3237999999999999,0.002851
FTM_CLEANUP_DRAWABLES,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5498,0.045469,173,0.2628265895953757,0.000819
LLDrawPoolAvatar::beginDeferredSkinned,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,639,0.045247,607,0.07454200988467875,0.00083
LLThread::lockData,E:\BoxxyViewer\indra\llcommon\llthread.cpp,493,0.04469,950,0.04704210526315789,0.000769
LLVOSky::updateSky,E:\BoxxyViewer\indra\newview\llvosky.cpp,692,0.044339,173,0.2562947976878613,0.004604
LLSharedMutex::lockShared,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,182,0.044074,20,2.2037,0.006524
LLVOAvatar::updateRiggingInfo,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,11458,0.043497,214,0.20325700934579438,0.00101
LLTextureCache::readComplete,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,1971,0.043408,19,2.2846315789473683,0.008166
LLFace::LLFace,E:\BoxxyViewer\indra\newview\llface.h,79,0.043198,1753,0.024642327438676552,0.000629
LLDrawPoolAvatar::beginPostDeferredPass,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,230,0.04285,868,0.049366359447004605,0.00071
LLPerfStats::updateClass,E:\BoxxyViewer\indra\newview\llperfstats.cpp,290,0.042629,172,0.24784302325581395,0.000859
rebuildMesh - flush,E:\BoxxyViewer\indra\newview\llvovolume.cpp,6507,0.041208,742,0.05553638814016173,0.000798
LLViewerTexture::addFace,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,907,0.04079,282,0.144645390070922,0.016589
lllog,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,552,0.040268,1677,0.024011926058437688,0.002618
tfwdw - LOAD_FROM_TEXTURE_CACHE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1145,0.039969,46,0.8688913043478261,0.002065
LLTrace::AccumulatorBufferGroup::handOffTo,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,60,0.039719,516,0.0769748062015504,0.002379
"LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::push_",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,309,0.039627,111,0.357,0.001454
System Messages,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1401,0.039113,172,0.22740116279069766,0.000425
LLThread::unlockData,E:\BoxxyViewer\indra\llcommon\llthread.cpp,499,0.037653,950,0.039634736842105264,0.000894
LLPipeline::createObject,E:\BoxxyViewer\indra\newview\pipeline.cpp,2036,0.037579,41,0.916560975609756,0.002046
LL::WorkQueueBase::runPending,E:\BoxxyViewer\indra\llcommon\workqueue.cpp,97,0.03751,111,0.337927927927928,0.002018
Swap,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,1560,0.037366,172,0.21724418604651163,0.000809
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,7158,0.037366,3474,0.010755900978698905,0.000599
LLGLSLShader::uniform4uiv,E:\BoxxyViewer\indra\llrender\llglslshader.cpp,1987,0.036454,344,0.10597093023255814,0.00051
LLDrawPoolGrass::renderDeferred,E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp,139,0.035679,317,0.11255205047318612,0.000326
"LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::pop_",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,424,0.035498,282,0.12587943262411347,0.000935
LLReflectionMapManager::doProbeUpdate,E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp,743,0.035091,172,0.2040174418604651,0.000778
LLVolumeImplFlexible::doUpdateGeometry,E:\BoxxyViewer\indra\newview\llflexibleobject.cpp,756,0.034946,129,0.2708992248062016,0.001587
tfwdw - INIT,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1104,0.034833,19,1.8333157894736842,0.003442
LLQueuedThread::addRequest,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,276,0.034767,54,0.6438333333333334,0.002297
LLGLSLShader::unbindTexture,E:\BoxxyViewer\indra\llrender\llglslshader.cpp,1208,0.034227,864,0.039614583333333335,0.000283
LLDrawPoolAvatar::beginDeferredRigid,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,575,0.03378,607,0.05565074135090609,0.000788
LLDrawPoolAvatar::endDeferredRigid,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,585,0.033241,607,0.054762767710049426,0.000811
LLPerfStats::RecordTime<0>::RecordTime,E:\BoxxyViewer\indra\newview\llperfstats.h,318,0.033037,1721,0.019196397443346894,0.000632
LLError::Log::flush,E:\BoxxyViewer\indra\llcommon\llerror.cpp,1438,0.032743,44,0.7441590909090908,0.001847
Update Dynamic Textures,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,706,0.032517,173,0.18795953757225434,0.000888
LLMeshRepository::loadMesh,E:\BoxxyViewer\indra\newview\llmeshrepository.cpp,4477,0.032272,38,0.8492631578947368,0.003155
LLDrawPoolTerrain::endShadowPass,E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp,168,0.032046,1024,0.031294921875,0.00068
