name,src_file,src_line,self_total_ms,calls,self_mean_us,self_max_ms
Env Update,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,747,0.031195,173,0.18031791907514452,0.00037
df processMiscNativeEvents,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1385,0.030763,172,0.1788546511627907,0.001399
UI 3D,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,1522,0.030677,172,0.1783546511627907,0.000902
LLDrawPoolBump::endFullbrightShiny,E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp,387,0.030513,1850,0.016493513513513514,0.000222
rmmun - search,E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp,1079,0.030294,24,1.26225,0.002145
LLSettingsBlenderTimeDelta::calculateBlend,E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp,797,0.030149,346,0.08713583815028902,0.0008
LLVOAvatar::updateGeometry,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,7846,0.030065,173,0.17378612716763006,0.000481
LLViewerFetchedTexture::setKnownDrawSize,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1691,0.029968,1020,0.029380392156862743,0.000708
LLMemory::updateMemoryInfo,E:\BoxxyViewer\indra\llcommon\llmemory.cpp,112,0.02993,10,2.993,0.004937
tfwdw - DECODE_IMAGE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1743,0.029527,18,1.640388888888889,0.003005
doOcclusion - early fail,E:\BoxxyViewer\indra\newview\llvieweroctree.cpp,1196,0.02926,96,0.3047916666666667,0.001034
LLCore::HttpOpRequest::readCallback,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,811,0.029088,23,1.264695652173913,0.002139
LLDrawPoolAvatar::endDeferredSkinned,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,653,0.028947,607,0.04768863261943986,0.000828
LLTextureFetch::getPending,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2917,0.028386,344,0.08251744186046511,0.000397
Class,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,858,0.028344,173,0.16383815028901733,0.000809
Env Update,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,1195,0.028086,172,0.1632906976744186,0.000399
rmmun - clear,E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp,1064,0.028069,24,1.1695416666666667,0.003561
process_object_animation,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,4129,0.028067,3,9.355666666666666,0.01104
LLTrace::Recording::handleReset,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,118,0.02771,344,0.08055232558139536,0.000339
LLStopWatchControlsMixinCommon::stop,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,949,0.027689,172,0.16098255813953488,0.000405
lllog,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,475,0.027533,1365,0.02017069597069597,0.000241
LL::GLTFSceneManager::update,E:\BoxxyViewer\indra\newview\gltfscenemanager.cpp,484,0.027424,173,0.15852023121387282,0.000816
lllog,E:\BoxxyViewer\indra\newview\llvovolume.cpp,2576,0.027185,3406,0.007981503229594834,0.000687
LLImageGL::createGLTexture,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1624,0.026675,14,1.905357142857143,0.003214
LLVolumeImplFlexible::doFlexibleUpdate,E:\BoxxyViewer\indra\newview\llflexibleobject.cpp,431,0.026643,37,0.720081081081081,0.002277
LLTextureFetch::releaseHttpWaiters,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,3306,0.0264,172,0.15348837209302327,0.000675
FTM_REGION_UPDATE,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5541,0.026385,173,0.15251445086705204,0.000826
LLSettingsWater::blend,E:\BoxxyViewer\indra\llinventory\llsettingswater.cpp,237,0.026205,173,0.15147398843930637,0.000384
LLPipeline::createObjects,E:\BoxxyViewer\indra\newview\pipeline.cpp,2012,0.026131,173,0.1510462427745665,0.000268
LLTrace::PeriodicRecording::getPeriodMeanPerSec,E:\BoxxyViewer\indra\llcommon\lltracerecording.h,574,0.025932,173,0.14989595375722545,0.000296
LLImageDecodeThread::decodeImage,E:\BoxxyViewer\indra\llimage\llimageworker.cpp,97,0.025882,18,1.437888888888889,0.002235
LLTrace::PeriodicRecording::getPeriodMeanPerSec,E:\BoxxyViewer\indra\llcommon\lltracerecording.h,574,0.025672,518,0.049559845559845564,0.000749
LLTrans::getString,E:\BoxxyViewer\indra\llui\lltrans.cpp,142,0.025083,5,5.0166,0.005842
Image Decode,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1674,0.02498,172,0.1452325581395349,0.000285
LLDrawPoolAvatar::beginDeferredImpostor,E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp,545,0.024383,346,0.07047109826589595,0.000799
lllog,E:\BoxxyViewer\indra\newview\llviewerobject.cpp,1234,0.02397,1677,0.014293381037567084,0.000836
LLImageGL::setImage,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,745,0.023697,15,1.5797999999999999,0.004938
lllog,E:\BoxxyViewer\indra\newview\pipeline.cpp,11790,0.023061,261,0.08835632183908046,0.000808
lllog,E:\BoxxyViewer\indra\newview\lltoolpie.cpp,832,0.022628,172,0.1315581395348837,0.000704
LLPerfStats::RecordTime<0>::RecordTime,E:\BoxxyViewer\indra\newview\llperfstats.h,325,0.022124,1721,0.01285531667635096,8.4e-05
tfwdw - DECODE_IMAGE_UPDATE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1825,0.022079,36,0.6133055555555555,0.006669
LLRenderPass::pushUntexturedGLTFBatches,E:\BoxxyViewer\indra\newview\lldrawpool.cpp,930,0.021864,1024,0.0213515625,0.000611
lllog,E:\BoxxyViewer\indra\newview\llviewerobject.cpp,1236,0.021478,1677,0.012807394156231366,0.000645
lllog,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,5394,0.021209,111,0.19107207207207208,0.000443
Picking,E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp,523,0.020739,173,0.119878612716763,0.005164
vftuf - desired > max,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2258,0.020572,1242,0.016563607085346217,0.000645
tfwdw - CACHE_POST,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1217,0.020343,19,1.070684210526316,0.00337
world update,E:\BoxxyViewer\indra\newview\llappviewer.cpp,5578,0.020077,173,0.11605202312138728,0.000544
LLDrawPoolTerrain::endDeferredPass,E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp,130,0.020014,345,0.05801159420289855,0.000775
System Messages,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1390,0.019849,172,0.11540116279069766,0.00068
LLWalkAdjustMotion::onUpdate,E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp,202,0.019587,23,0.8516086956521739,0.002059
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,6730,0.019275,666,0.02894144144144144,0.000631
LLTextureFetch::cmdDequeue,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,3503,0.01845,172,0.10726744186046511,0.00055
llvfcs - generate indices,E:\BoxxyViewer\indra\llmath\llvolume.cpp,7312,0.018022,71,0.25383098591549297,0.001233
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::getDefaultBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,223,0.017832,688,0.02591860465116279,0.000253
"LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::tryPop",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,477,0.016575,282,0.05877659574468085,0.000841
lllog,E:\BoxxyViewer\indra\newview\llface.cpp,828,0.016546,156,0.10606410256410256,0.000873
glTexImage2D alloc,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1470,0.016401,35,0.4686,0.001308
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::getDefaultBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,223,0.016316,688,0.02371511627906977,0.000661
LLStringUtilBase<char>::format,E:\BoxxyViewer\indra\llcommon\llstring.cpp,1667,0.016283,47,0.3464468085106383,0.001087
lllog,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,4041,0.016253,194,0.08377835051546391,0.00066
process_terse_object_update_improved,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,3665,0.016111,122,0.13205737704918033,0.001013
LLDrawPoolTerrain::renderShadow,E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp,175,0.015832,1024,0.0154609375,0.000199
LLStopWatchControlsMixinCommon::start,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,927,0.015807,172,0.09190116279069767,0.000866
"LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::pushIfOpen",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,325,0.015633,111,0.14083783783783785,0.000835
lllog,E:\BoxxyViewer\indra\newview\llviewermedia.cpp,915,0.015507,172,0.09015697674418606,0.000419
LLTextureFetch::cmdDoWork,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,3520,0.015439,172,0.08976162790697674,0.000409
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::getDefaultBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,223,0.015355,688,0.02231831395348837,0.000678
media sort2,E:\BoxxyViewer\indra\newview\llviewermedia.cpp,904,0.015291,172,0.08890116279069767,0.000677
lllog,E:\BoxxyViewer\indra\newview\llvovolume.cpp,2023,0.015118,397,0.03808060453400504,0.00037
LLTextBase::appendText,E:\BoxxyViewer\indra\llui\lltextbase.cpp,2552,0.015081,332,0.045424698795180726,0.003716
LLUICtrlFactory::createWidgetImpl,E:\BoxxyViewer\indra\llui\lluictrlfactory.h,213,0.015061,1,15.061,0.015061
LLPipeline::clearReferences,E:\BoxxyViewer\indra\newview\pipeline.cpp,2296,0.01498,344,0.04354651162790697,0.000284
LLViewerTextureList::updateImagesLoadingFastCache,E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp,1195,0.014886,173,0.08604624277456648,0.000273
LLStopWatchControlsMixinCommon::reset,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,1054,0.014758,172,0.08580232558139535,0.000273
LLTextureFetch::removeFromHTTPQueue,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2661,0.014561,23,0.6330869565217391,0.001316
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::getDefaultBuffer,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h,223,0.014398,688,0.02092732558139535,0.000646
LLPath::generate,E:\BoxxyViewer\indra\llmath\llvolume.cpp,1461,0.014351,33,0.43487878787878786,0.004917
LLTextureFetchWorker::DecodeResponder::completed,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,355,0.014226,18,0.7903333333333333,0.001455
lllog,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,5394,0.014078,111,0.12682882882882884,0.000325
LLViewerFetchedTexture::destroyRawImage,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2939,0.013838,360,0.03843888888888889,0.00066
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,12225,0.013612,212,0.06420754716981132,0.000756
LLViewerTexture::removeFace,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,923,0.013584,306,0.0443921568627451,0.000398
LLBumpImageList::getBrightnessDarknessImage,E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp,753,0.013234,132,0.10025757575757575,0.001297
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,6697,0.01321,507,0.026055226824457593,0.000483
lllog,E:\BoxxyViewer\indra\newview\pipeline.cpp,11492,0.012928,261,0.04953256704980843,0.000707
LLStopWatchControlsMixinCommon::setPlayState,E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp,1060,0.01291,172,0.07505813953488372,0.000657
LLViewerObjectList::killObject,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,1335,0.012849,42,0.30592857142857144,0.00088
LLWorld::setLandFarClip,E:\BoxxyViewer\indra\newview\llworld.cpp,861,0.012362,173,0.07145664739884393,0.000254
LLCore::HttpOpRequest::setupCommon,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,429,0.012226,43,0.2843255813953488,0.001018
LLTextureFetch::deleteRequest,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2674,0.012224,8,1.528,0.002007
lllog,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,5402,0.012151,111,0.10946846846846847,0.00063
LL::WorkQueueBase::postMaybe,E:\BoxxyViewer\indra\llcommon\workqueue.h,553,0.012105,43,0.28151162790697676,0.001048
LLCore::HttpOpRequest::stageFromReady,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,211,0.012027,43,0.27969767441860466,0.00105
LLImageGL::createGLTexture,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1524,0.011991,14,0.8565,0.001169
lllog,E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp,313,0.011609,53,0.21903773584905661,0.000902
delete_buffers,E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp,296,0.011519,40,0.28797500000000004,0.002977
"LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::push_",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,309,0.011387,16,0.7116875,0.00379
lllog,E:\BoxxyViewer\indra\newview\pipeline.cpp,11496,0.011037,261,0.042287356321839074,0.000214
LLWebRTCVoiceClient::sessionState::processSessionStates,E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp,2231,0.010985,43,0.25546511627906976,0.001067
`anonymous-namespace'::RecordToWinDebug::recordMessage,E:\BoxxyViewer\indra\llcommon\llerror.cpp,343,0.01077,44,0.24477272727272728,0.000946
LLVOAvatar::calculateControlAvatarComplexity,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,11851,0.010722,98,0.10940816326530613,0.000698
LLTextureCacheWorker::finishWork,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,729,0.010411,35,0.29745714285714286,0.000562
LLDate::toHTTPDateString,E:\BoxxyViewer\indra\llcommon\lldate.cpp,103,0.010235,7,1.4621428571428572,0.006085
LLTextureCacheWorker::doWork,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,709,0.010176,35,0.29074285714285714,0.00091
qtpr - complete,E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp,476,0.010137,53,0.19126415094339624,0.000573
lllog,E:\BoxxyViewer\indra\newview\pipeline.cpp,11486,0.009857,261,0.037766283524904215,0.000757
lllog,E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp,249,0.009685,76,0.1274342105263158,0.000339
LLStringUtilBase<char>::format,E:\BoxxyViewer\indra\llcommon\llstring.cpp,1740,0.009553,2,4.7765,0.007012
lllog,E:\BoxxyViewer\indra\llprimitive\llprimitive.cpp,1415,0.009389,312,0.03009294871794872,0.000237
LLDrawPoolTerrain::beginDeferredPass,E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp,124,0.009336,345,0.02706086956521739,0.000617
lllog,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,544,0.009006,312,0.028865384615384616,0.000307
lllog,E:\BoxxyViewer\indra\llprimitive\llprimitive.cpp,1549,0.008955,282,0.03175531914893617,0.000266
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,12080,0.008777,96,0.09142708333333333,0.000328
gi - mouse queue,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2371,0.00826,172,0.04802325581395349,8.6e-05
vftuf - make request,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2296,0.008174,19,0.4302105263157895,0.001113
"LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::push",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,348,0.008174,111,0.07363963963963964,0.000336
LLWorkerThread::WorkRequest::finishRequest,E:\BoxxyViewer\indra\llcommon\llworkerthread.cpp,193,0.007819,53,0.14752830188679247,0.001042
LLPerfStats::StatsRecorder::endFrame,E:\BoxxyViewer\indra\newview\llperfstats.h,183,0.007811,172,0.04541279069767442,0.000281
gi - message queue,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2326,0.00778,110,0.07072727272727274,0.000696
LLVOAvatar::calculateBodyPartsComplexity,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,11822,0.00774,3,2.58,0.002821
`anonymous-namespace'::RecordToTracy::recordMessage,E:\BoxxyViewer\indra\llcommon\llerror.cpp,364,0.007666,44,0.17422727272727273,0.000577
ImageRequest::finishRequest,E:\BoxxyViewer\indra\llimage\llimageworker.cpp,221,0.007617,18,0.4231666666666667,0.000957
process_object_update,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,3603,0.007614,98,0.0776938775510204,0.000264
vftuf - is fetching,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2205,0.007596,14,0.5425714285714286,0.001038
LLTextureFetch::addToHTTPQueue,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2652,0.007512,17,0.44188235294117645,0.00164
LLViewerFetchedTexture::scheduleCreateTexture,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1609,0.007504,14,0.536,0.001234
LLPumpIO::callback,E:\BoxxyViewer\indra\llmessage\llpumpio.cpp,743,0.007271,172,0.04227325581395349,0.000123
LLTrace::AccumulatorBufferGroup::~AccumulatorBufferGroup,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,55,0.007236,344,0.021034883720930233,8e-05
LLWindowWin32::updateCursor,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,2262,0.006988,172,0.040627906976744184,0.000117
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2360,0.006838,18,0.3798888888888889,0.001168
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1852,0.006797,18,0.37761111111111106,0.001719
LLCalculateTangentArray,E:\BoxxyViewer\indra\llmath\llvolume.cpp,7590,0.006746,27,0.24985185185185185,0.000905
"LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::push",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,348,0.00674,111,0.06072072072072072,0.000277
LLTrace::AccumulatorBufferGroup::AccumulatorBufferGroup,E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp,41,0.006636,344,0.019290697674418607,3.4e-05
LLPipeline::resetFrameStats,E:\BoxxyViewer\indra\newview\pipeline.cpp,2074,0.006631,173,0.03832947976878613,0.000198
LLImageGL::analyzeAlphaData,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,2203,0.006631,1,6.631,0.006631
LLUICtrlFactory::createWidgetImpl,E:\BoxxyViewer\indra\llui\lluictrlfactory.h,213,0.006605,1,6.605,0.006605
lllog,E:\BoxxyViewer\indra\newview\llviewerobject.cpp,154,0.006507,41,0.15870731707317073,0.000342
LLVolumeImplFlexible::preRebuild,E:\BoxxyViewer\indra\newview\llflexibleobject.cpp,727,0.006433,37,0.17386486486486488,0.000946
lllog,E:\BoxxyViewer\indra\llplugin\llpluginprocessparent.cpp,1033,0.005999,104,0.05768269230769231,0.000267
LLSharedMutex::unlockShared,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,285,0.005954,20,0.29769999999999996,0.000729
gen_buffer,E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp,263,0.005923,106,0.05587735849056604,0.000355
df gatherInput,E:\BoxxyViewer\indra\newview\llappviewer.cpp,1395,0.005916,172,0.03439534883720931,5.6e-05
lllog,E:\BoxxyViewer\indra\llplugin\llpluginmessagepipe.cpp,308,0.005857,67,0.08741791044776119,0.000239
LLCore::HttpOpRequest::setupPost,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,348,0.005507,23,0.23943478260869566,0.000457
clear max/sum,E:\BoxxyViewer\indra\newview\llperfstats.cpp,228,0.005393,172,0.0313546511627907,0.000203
LLViewerTextureList::updateImagesUpdateStats,E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp,1323,0.005268,173,0.03045086705202312,6.3e-05
lllog,E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp,275,0.005207,23,0.2263913043478261,0.000845
LLViewerFetchedTexture::preCreateTexture,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1446,0.004951,14,0.35364285714285715,0.000496
lllog,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,1300,0.00495,42,0.11785714285714285,0.000248
LLCore::HttpOpRequest::setupGetByteRange,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,328,0.004815,20,0.24075,0.000873
sub_image_lines,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1064,0.004775,15,0.3183333333333333,0.000871
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,7210,0.004689,48,0.0976875,0.000167
"LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::tryPush",E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h,360,0.004633,16,0.2895625,0.001183
LLScopedLock::LLScopedLock,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,403,0.004594,98,0.046877551020408165,0.000327
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1802,0.004587,18,0.25483333333333336,0.000408
vftuf - data good,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1967,0.004284,14,0.306,0.001083
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2642,0.004205,19,0.22131578947368422,0.000401
lllog,E:\BoxxyViewer\indra\llmessage\message.cpp,2388,0.004192,23,0.1822608695652174,0.000801
lllog,E:\BoxxyViewer\indra\newview\lleventpoll.cpp,316,0.004173,23,0.18143478260869567,0.000345
LLImageGL::updateStats,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,410,0.004122,173,0.023826589595375723,3.7e-05
LLTextureFetchWorker::CacheReadResponder::completed,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,305,0.004103,19,0.21594736842105264,0.000608
LLImageGL::generateTextures,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1248,0.004066,14,0.2904285714285714,0.000847
LLTextureFetchWorker::callbackCacheRead,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2289,0.004016,19,0.2113684210526316,0.000399
"LLError::GenericRecorder<void (__cdecl*)(enum LLError::ELevel,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)>::recordMessage",E:\BoxxyViewer\indra\llcommon\llerrorcontrol.h,191,0.003984,44,0.09054545454545454,0.000438
GPU Collect,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,4111,0.003955,172,0.022994186046511628,0.000167
LLFlyAdjustMotion::onUpdate,E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp,378,0.003896,15,0.25973333333333337,0.00054
Deffered alpha mask analysis,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,2356,0.003782,1,3.782,0.003782
LLBreatheMotionRot::onUpdate,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,489,0.003727,19,0.19615789473684211,0.000358
LLImageGL::setManualImage,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1311,0.003714,35,0.10611428571428572,0.000371
tgd - do bump,E:\BoxxyViewer\indra\newview\llface.cpp,1955,0.003546,4,0.8865,0.001047
LLTextureFetchWorker::CacheWriteResponder::completed,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,330,0.003546,16,0.221625,0.001016
LLViewerFetchedTexture::addToCreateTexture,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1400,0.003531,14,0.2522142857142857,0.00086
LLScopedLock::unlock,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,422,0.003486,98,0.035571428571428566,0.000317
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2197,0.003426,16,0.214125,0.000441
LLKeyframeWalkMotion::onUpdate,E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp,108,0.0034,20,0.17,0.000389
lllog,E:\BoxxyViewer\indra\llplugin\llpluginprocessparent.cpp,1143,0.003389,25,0.13556,0.000881
lllog,E:\BoxxyViewer\indra\llmessage\llhttpnode.cpp,258,0.003274,46,0.07117391304347827,0.000252
LLMutex::isLocked,E:\BoxxyViewer\indra\llcommon\llmutex.cpp,103,0.003262,41,0.0795609756097561,0.000157
tfwdw - DONE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1931,0.003241,18,0.18005555555555555,0.000471
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1249,0.003182,17,0.1871764705882353,0.000524
tfwdw - WAIT_HTTP_RESOURCE,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1353,0.003063,17,0.1801764705882353,0.000332
LLReflectionMapManager::updateNeighbors,E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp,1056,0.00306,29,0.10551724137931034,0.000191
LLTextureCacheWorker::endWork,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,764,0.002959,35,0.08454285714285714,0.000334
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1461,0.002931,17,0.17241176470588235,0.000552
LLViewerFetchedTexture::postCreateTexture,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1576,0.002889,14,0.20635714285714285,0.000312
lllog,E:\BoxxyViewer\indra\newview\lleventpoll.cpp,186,0.002749,23,0.11952173913043478,0.000178
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1291,0.002662,17,0.15658823529411764,0.000508
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2842,0.002482,14,0.17728571428571427,0.000336
LLTextureFetch::updateRequestPriority,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2888,0.00235,16,0.146875,0.000428
LLUICtrl::postBuild,E:\BoxxyViewer\indra\llui\lluictrl.cpp,478,0.002289,3,0.763,0.001634
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2013,0.002273,16,0.1420625,0.000298
LLAudioEngine::getAudioData,E:\BoxxyViewer\indra\llaudio\llaudioengine.cpp,929,0.002259,3,0.753,0.000807
LLViewerObjectList::removeFromLocalIDTable,E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp,170,0.002252,42,0.05361904761904762,0.000458
vftuf - has raw image,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,1956,0.002153,14,0.15378571428571428,0.000433
LLImageGL::deleteTextures,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1299,0.002148,13,0.16523076923076924,0.000257
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1137,0.002143,19,0.11278947368421052,0.000207
LLImageJ2C::decode,E:\BoxxyViewer\indra\llimage\llimagej2c.cpp,150,0.00209,18,0.11611111111111111,0.000207
cglt - late setImage,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1692,0.001963,14,0.14021428571428574,0.000269
glTexImage2D copy,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1477,0.00196,15,0.13066666666666665,0.000255
