name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
"tfwdw - LOAD_FROM_TEXTURE_CACHE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1145|39969|0.000001|46|868|11|2065|14766.252045
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4041|16253|0.000001|194|83|6|660|107.763486
LLTrace::Recording::update|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|97|178684|0.000007|517|345|33|2180|10984.120489
LLPipeline::renderAlphaObjects|E:\BoxxyViewer\indra\newview\pipeline.cpp|6970|1240586|0.000046|2048|605|72|20026|12783.238253
LLMeshRepoThread::notifyLoadedMeshes|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|3411|216916|0.000008|1118|194|6|62322|10126.113189
LLFlyAdjustMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp|378|3896|0.000000|15|259|135|540|134.407430
LLViewerObject::unpackParticleSource|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|6447|346470|0.000013|312|1110|322|4274|784.728413
"lllog"|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2601|62930|0.000002|814|77|6|50746|1778.398409
FTM_LOD_UPDATE|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5611|15047933|0.000560|173|86982|58976|378927|603930.024939
LLSpatialPartition::calcDistance|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|640|31406787|0.001169|222623|141|6|50025|211.793034
LLPipeline::doAtmospherics|E:\BoxxyViewer\indra\newview\pipeline.cpp|9206|390532|0.000015|867|450|6|3365|4081.779606
LLTextureFetch::getWorkerAfterLock|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2771|64232|0.000002|129|497|9|6113|601.984239
render_hud_elements|E:\BoxxyViewer\indra\newview\pipeline.cpp|3919|1906330|0.000071|344|5541|214|43172|6766.744315
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|1187|0.000000|1|1187|1187|1187|0.000000
"lllog"|E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp|313|11609|0.000000|53|219|7|902|118.033568
"lllog"|E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp|1124|40|0.000000|1|40|40|40|0.000000
"shadow alpha material"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9980|269716|0.000010|2048|131|58|2543|171946.204002
"pushRiggedGLTFBatch"|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|1020|1512259|0.000056|9396|160|68|9185|548.818474
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|145717|0.000005|344|423|212|1099|140.761869
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::pushIfOpen|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|325|15633|0.000001|111|140|64|835|391.085645
"deferred pools"|E:\BoxxyViewer\indra\newview\pipeline.cpp|4107|2799726|0.000104|606|4620|1547|16293|1061129.683408
LLPipeline::updateMovedList|E:\BoxxyViewer\indra\newview\pipeline.cpp|2152|28758104|0.001070|346|83115|34075|213307|53719.450809
LLThread::lockData|E:\BoxxyViewer\indra\llcommon\llthread.cpp|493|44690|0.000002|950|47|13|769|746.111921
LLShaderUniforms::apply|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|2042|21282700|0.000792|104236|204|6|80683|670.721411
LLVOVolume::updateLOD|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1758|16411932|0.000611|97725|167|20|7020|429.032046
LLPumpIO::pump|E:\BoxxyViewer\indra\llmessage\llpumpio.cpp|435|140750|0.000005|172|818|553|1632|170.045333
LLSkinningUtil::updateRiggingInfo|E:\BoxxyViewer\indra\newview\llskinningutil.cpp|332|122337|0.000005|69|1773|334|35484|4196.652833
LLVOAvatar::updateSkinInfoMatrixPalette|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|10589|17950908|0.000668|67539|265|18|134020|1214.845342
"shadow alpha blend"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9954|53076|0.000002|2048|25|12|826|13166.451496
FTM_CLEANUP|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5493|55643|0.000002|173|321|200|1062|79990.554324
"doOcclusion - render"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1207|2158488|0.000080|45099|47|29|4851|384.568435
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2642|4205|0.000000|19|221|9|401|102.728877
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::tryLock|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|278|54365|0.000002|16|3397|113|20654|6611.940381
"idle network"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|6054|8345799|0.000311|172|48522|15625|184351|299423.233004
ImageRequest::processRequest|E:\BoxxyViewer\indra\llimage\llimageworker.cpp|159|1552892|0.000058|18|86271|41096|176060|3295791.145225
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|154404|0.000006|344|448|76|6488|383.048361
LLViewerTextureList::updateImagesLoadingFastCache|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1195|14886|0.000001|173|86|27|273|54.722662
"vtluift - copy"|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1280|8183448|0.000305|173|47303|39539|69876|5127.914060
LLVOAvatar::idleUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|2941|173465028|0.006456|15538|11163|1113|211094|79140.546275
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|68|200425|0.000007|344|582|138|2437|561.686385
LLTextureFetchWorker::doWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1039|351480|0.000013|210|1673|36|89595|27131.663099
LLPipeline::renderGeomShadow|E:\BoxxyViewer\indra\newview\pipeline.cpp|4359|8368747|0.000311|1024|8172|4265|73623|37032.312058
LLGLSLShader::uniform2f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1363|875101|0.000033|69327|12|6|11466|52.200536
LLSpatialBridge::setVisible|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1507|63075728|0.002348|140240|449|6|128941|1060.046470
LLViewerFetchedTexture::preCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1446|4951|0.000000|14|353|27|496|146.292910
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|107580|0.000004|344|312|46|7099|394.490305
LLDrawPoolFullbright::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|158|90961|0.000003|1011|89|42|785|20184.307036
"lllog"|E:\BoxxyViewer\indra\llmessage\message.cpp|2390|1783|0.000000|23|77|36|172|40.001136
LLCondition::wait|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|341|5159161368|0.192019|1117|4618765|219108|20765458|4298709.334856
LLDrawPoolGlow::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|47|251005|0.000009|839|299|129|1774|19782.909432
`anonymous-namespace'::RecordToWinDebug::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|343|10770|0.000000|44|244|9|946|241.537613
LLGLSLShader::uniform4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1598|7471064|0.000278|349298|21|9|143246|344.497328
LLBreatheMotionRot::onUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|489|3727|0.000000|19|196|107|358|72.635697
LLRenderPass::uploadMatrixPalette|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|809|79684882|0.002966|1585831|50|5|133426|405.526402
LLImageDecodeThread::update|E:\BoxxyViewer\indra\llimage\llimageworker.cpp|82|66510|0.000002|172|386|118|1121|172.328226
LLVOAvatar::updateRiggingInfo|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11458|43497|0.000002|214|203|46|1010|29498.190361
LLTrace::Recording::handleReset|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|118|27710|0.000001|344|80|28|339|4956.810477
"df gatherInput"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1395|5916|0.000000|172|34|31|56|85.020156
"co - query result"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1145|1685641|0.000063|45025|37|30|26796|156.722917
LLPipeline::updateMoveDampedAsync|E:\BoxxyViewer\indra\newview\pipeline.cpp|2090|6380962|0.000237|67494|94|21|97418|684.577678
FTM_HUD_UPDATE|E:\BoxxyViewer\indra\newview\llhudobject.cpp|264|7480818|0.000278|173|43241|35281|183765|84237.291657
LLDrawPoolTerrain::endShadowPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|168|32046|0.000001|1024|31|14|680|66.990859
"UI 3D"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1522|30677|0.000001|172|178|97|902|1275.079901
"rebuildMesh - gen draw info"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6443|417423|0.000016|742|562|14|6072|97304.798891
LLPipeline::rebuildPriorityGroups|E:\BoxxyViewer\indra\newview\pipeline.cpp|2888|1898017|0.000071|1118|1697|69|19930|471595.331266
"tcwfw - write"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|752|584|0.000000|16|36|21|113|27.224989
LLViewerTextureList::updateImagesCreateTextures|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1093|66163|0.000002|173|382|200|2012|4979.719572
LLReflectionMapManager::doProbeUpdate|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|743|35091|0.000001|172|204|145|778|1371678.638655
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12126|231|0.000000|3|77|37|98|34.655447
LLTextureFetchWorker::onCompleted|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1956|59521|0.000002|16|3720|455|6191|2246.841650
LLPerfStats::StatsRecorder::endFrame|E:\BoxxyViewer\indra\newview\llperfstats.h|183|7811|0.000000|172|45|27|281|1176.188668
LLPumpIO::callback|E:\BoxxyViewer\indra\llmessage\llpumpio.cpp|743|7271|0.000000|172|42|38|123|6.569022
LLSettingsVOWater::applySpecial|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|1065|567684|0.000021|345|1645|714|59937|3201.841749
"List"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|868|65742|0.000002|173|380|198|960|2152239.329999
"lllog"|E:\BoxxyViewer\indra\newview\lleventpoll.cpp|186|2749|0.000000|23|119|95|178|23.426869
LLGLSLShader::disableTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1255|1885434|0.000070|122181|15|6|6863|43.567182
LLViewerFetchedTexture::updateVirtualSize|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1821|1244772|0.000046|44294|28|20|8012|80.113877
"doOcclusion - early fail"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1196|29260|0.000001|96|304|8|1034|144.674298
"lllog"|E:\BoxxyViewer\indra\newview\llface.cpp|828|16546|0.000001|156|106|6|873|102.639300
LLTextureFetch::cmdDoWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3520|15439|0.000001|172|89|47|409|416.267430
LLVOAvatar::calculateUpdateRenderComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11988|506082|0.000019|699|724|6|11995|46805.836535
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4136|315|0.000000|3|105|94|127|19.052559
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|1216098|0.000045|21843|55|19|2543|94.499935
LL::WorkQueueBase::runFor|E:\BoxxyViewer\indra\llcommon\workqueue.h|171|436886|0.000016|1290|338|54|6688|6091.177846
LLCore::HttpOpRequest::setupCommon|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|429|12226|0.000000|43|284|107|1018|152.161099
"lllog"|E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp|536|468|0.000000|1|468|468|468|0.000000
LLDrawPoolAvatar::endDeferredRigid|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|585|33241|0.000001|607|54|22|811|148.526142
LLVOSky::updateGeometry|E:\BoxxyViewer\indra\newview\llvosky.cpp|982|523194|0.000019|345|1516|1026|7010|2850.662294
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5402|12151|0.000000|111|109|42|630|61.748611
FTM_DISPLAY_DEBUG_TEXT|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|981|66938|0.000002|172|389|215|1142|140.627291
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::push|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|348|8174|0.000000|111|73|42|336|1172.379783
"media sort2"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|904|15291|0.000001|172|88|31|677|64.469268
LLVOAvatar::calculateSpatialExtents|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|1648|2745368|0.000102|214|12828|3317|23632|31301.690482
LLProfile::generate|E:\BoxxyViewer\indra\llmath\llvolume.cpp|742|183726|0.000007|70|2624|8|18843|3913.292787
FTM_OBJECTLIST_UPDATE|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5477|136681|0.000005|172|794|462|1367|4769075.350418
LLSkinningUtil::initSkinningMatrixPalette|E:\BoxxyViewer\indra\newview\llskinningutil.cpp|134|48978545|0.001823|67539|725|10|60024|663.312217
"tfwdw - WAIT_ON_WRITE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1909|129043|0.000005|48|2688|36|21751|10583.959311
"notify loaded meshes"|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|3423|312703|0.000012|4|78175|31127|205010|105984.416029
delete_buffers|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|296|11519|0.000000|40|287|7|2977|621.359902
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6713|194|0.000000|5|38|34|56|9.695360
LLDrawable::updateSpatialExtents|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1062|7877807|0.000293|61772|127|10|118421|2570.038953
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|514151|0.000019|2580|199|21|6108|172.059140
LLRenderPass::pushBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|435|1904145|0.000071|19131|99|6|31226|15064.786821
"update sky"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|918|121845|0.000005|173|704|398|2594|499.340903
LLViewerWindow::cubeSnapshot|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|5620|402383|0.000015|172|2339|1419|3695|1364230.551837
LLViewerTexture::addFace|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|907|40790|0.000002|282|144|6|16589|986.719303
LLVOVolume::updateGeometry|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2211|815537|0.000030|1636|498|35|47109|5658.509089
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginprocessparent.cpp|1143|3389|0.000000|25|135|9|881|163.928846
LLDrawable::updateGeometry|E:\BoxxyViewer\indra\newview\lldrawable.cpp|984|864827|0.000032|5493|157|12|11212|11018.812138
LLWindowWin32::swapBuffers|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|4106|6977013|0.000260|172|40564|21741|464058|43699.030638
"qtpr - retry"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|490|93908|0.000003|174|539|52|3009|2171.149746
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1236|21478|0.000001|1677|12|8|645|26.083467
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::pop_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|424|35498|0.000001|282|125|6|935|136.879041
LL::WorkQueueBase::postMaybe|E:\BoxxyViewer\indra\llcommon\workqueue.h|553|231|0.000000|1|231|231|231|0.000000
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2842|2482|0.000000|14|177|11|336|90.204895
`anonymous-namespace'::writeToRecorders|E:\BoxxyViewer\indra\llcommon\llerror.cpp|1265|597005|0.000022|44|13568|8027|21023|29902.485581
LLPipeline::generateSSSDepth|E:\BoxxyViewer\indra\newview\pipeline.cpp|10482|69083045|0.002571|173|399323|135241|7466733|4859056.065446
LLGLState::~LLGLState|E:\BoxxyViewer\indra\llrender\llgl.cpp|2556|9063063|0.000337|798734|11|5|48483|61.827690
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|16316|0.000001|688|23|6|661|43.529374
LLThread::wake|E:\BoxxyViewer\indra\llcommon\llthread.cpp|473|97618|0.000004|516|189|58|874|415.234782
LLMutexTrylock::~LLMutexTrylock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|391|96554|0.000004|4472|21|12|803|46.653076
LLRenderPass::pushRiggedMaskBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|625|33908804|0.001262|7561|4484|6|149066|64822.005113
LLSharedMutex::unlockExclusive|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|306|52782|0.000002|333|158|31|1665|196.137860
LLVOAvatar::idleUpdateMisc|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|3268|21389949|0.000796|15539|1376|30|62322|23822.482003
LLSharedMutex::lockShared|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|182|44074|0.000002|20|2203|70|6524|1735.870175
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1538|269|0.000000|1|269|269|269|0.000000
"lllog"|E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp|1088|218|0.000000|1|218|218|218|0.000000
LLTrace::AccumulatorBufferGroup::~AccumulatorBufferGroup|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|55|7236|0.000000|344|21|6|80|8.735171
LLPipeline::postSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3648|92719144|0.003451|1290|71875|5459|435330|512301.219277
LLMotionController::updateIdleActiveMotions|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|555|22108496|0.000823|11154|1982|25|204718|3303.268119
LLImageGL::generateTextures|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1248|4066|0.000000|14|290|54|847|184.184272
LL::GLTFSceneManager::update|E:\BoxxyViewer\indra\newview\gltfscenemanager.cpp|484|27424|0.000001|173|158|67|816|75.024647
`anonymous-namespace'::RecordToStderr::writeANSI|E:\BoxxyViewer\indra\llcommon\llerror.cpp|279|56128|0.000002|44|1275|436|2792|790.202005
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::sync|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|142|234309|0.000009|860|272|93|1476|228.548232
LLPipeline::renderGeomDeferred|E:\BoxxyViewer\indra\newview\pipeline.cpp|4076|18072100|0.000673|606|29821|22|234647|1102617.738613
LLCore::HttpOpRequest::prepareRequest|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|472|526987|0.000020|43|12255|2905|40282|8871.936842
LLTextureFetchWorker::finishWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2082|1568|0.000000|18|87|9|625|144.681801
LLError::Log::flush|E:\BoxxyViewer\indra\llcommon\llerror.cpp|1438|32743|0.000001|44|744|220|1847|42024.472792
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|3603|1097|0.000000|6|182|118|415|116.602744
LLTextureFetch::getFetchState|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3159|1552|0.000000|19|81|48|102|228.687317
`anonymous-namespace'::ImplMap::insert|E:\BoxxyViewer\indra\llcommon\llsd.cpp|547|239411|0.000009|1381|173|45|1611|144.375888
LLMeshHandlerBase::onCompleted|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|3641|54254|0.000002|3|18084|10424|31920|12360.492405
LLThread::unlockData|E:\BoxxyViewer\indra\llcommon\llthread.cpp|499|37653|0.000001|950|39|12|894|208.194575
LLEnvironment::updateShaderUniforms|E:\BoxxyViewer\indra\newview\llenvironment.cpp|1722|1442260|0.000054|26059|55|35|2363|1784.076611
FTM_UPDATE_HUD_EFFECTS|E:\BoxxyViewer\indra\newview\llhudmanager.cpp|61|5158656|0.000192|173|29818|25494|41068|2973.632521
LLSpatialBridge::updateSpatialExtents|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1334|3202364|0.000119|56405|56|10|27215|769.890717
LLViewerTextureList::updateImagesUpdateStats|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1323|5268|0.000000|173|30|28|63|4.073453
LLMutex::trylock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|127|758354|0.000028|5333|142|34|14883|239.014359
LLTextBase::updateSegments|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2189|322755|0.000012|20127|16|6|4966|52.776479
LLKeyframeWalkMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp|108|3400|0.000000|20|170|99|389|2374.829911
"lllog"|E:\BoxxyViewer\indra\llappearance\llavatarappearance.cpp|456|319|0.000000|1|319|319|319|0.000000
LLVolumeGeometryManager::rebuildGeom|E:\BoxxyViewer\indra\newview\llvovolume.cpp|5899|2434443|0.000091|779|3125|199|31961|318345.052591
"renderDeferredLighting - projectors"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8939|2602985|0.000097|271|9605|1351|231540|20794.577607
LLAppViewer::idle|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5203|6887881|0.000256|172|40045|31264|224588|6480232.194959
LLTrace::PeriodicRecording::nextPeriod|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|450|103301|0.000004|172|600|389|1325|34219.756288
"df pauseMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1524|231714|0.000009|172|1347|830|8373|1267.655692
"tfwdw - LOAD_FROM_NETWORK"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1259|134891|0.000005|17|7934|1339|29111|6365.006854
LLCondition::signal|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|348|3457832|0.000129|1633|2117|7|20476|1599.062531
LLGLSLShader::uniform3fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1952|2193006|0.000082|17397|126|13|18036|752.431766
LLDrawPoolBump::beginBump|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|496|174810|0.000007|1850|94|20|1162|898.873313
"lllog"|E:\BoxxyViewer\indra\llappearance\llavatarappearance.cpp|462|252|0.000000|1|252|252|252|0.000000
"renderDeferredLighting - sun shadow"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8668|178599|0.000007|173|1032|705|3801|7411.091723
LLOcclusionCullingGroup::releaseOcclusionQueryObjectName|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|824|738850|0.000027|45397|16|8|1994|40.239647
LLVolume::getLoDTriangleCounts|E:\BoxxyViewer\indra\llmath\llvolume.cpp|3993|47527|0.000002|539|88|18|917|99.291177
"Exact OIT prepare capture"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|833|243579|0.000009|172|1416|1147|1946|2716.162901
"unmapBuffer - index"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1518|366430|0.000014|3539|103|18|2929|2196.886466
LLPipeline::stateSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3338|4932643|0.000184|54874|89|12|10218|9625.351335
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::pop_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|424|881461|0.000033|3256|270|6|9909|600.942138
LLWalkAdjustMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp|202|19587|0.000001|23|851|418|2059|336.250853
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6746|544|0.000000|7|77|7|100|31.577946
"httppt - curl_multi_perform"|E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp|173|30054899|0.001119|2006|14982|1048|6736467|153636.899377
LLFontGL::render|E:\BoxxyViewer\indra\llrender\llfontgl.cpp|155|32563310|0.001212|35020|929|6|216676|2694.035857
"pushGLTFBatch"|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|920|12023012|0.000447|35134|342|121|12782|1120.716640
LLVOAvatar::idleUpdateNameTag|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|3647|27215287|0.001013|15539|1751|21|58091|1436.401750
FTM_WINDOW_CHECK_SETTINGS|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|6135|93239|0.000003|173|538|192|39697|2995.927545
LLViewerTextureList::getImage|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|561|5023648|0.000187|88987|56|15|36717|516.341060
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::pop|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|446|19002943324|0.707270|790|24054358|21|2697449501|130766208.275873
"lllog"|E:\BoxxyViewer\indra\newview\pipeline.cpp|11496|11037|0.000000|261|42|6|214|30.367049
LLPerfStats::RecordTime<0>::RecordTime|E:\BoxxyViewer\indra\newview\llperfstats.h|325|22124|0.000001|1721|12|5|84|7.144847
LLViewerWindow::updateUI|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|3538|37530223|0.001397|172|218198|188795|433044|58494.729512
"lllog"|E:\BoxxyViewer\indra\newview\pipeline.cpp|11790|23061|0.000001|261|88|6|808|75.513549
"lllog"|E:\BoxxyViewer\indra\llprimitive\llprimitive.cpp|1415|9389|0.000000|312|30|6|237|44.041014
LLDrawPoolBump::beginFullbrightShiny|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|284|743652|0.000028|1850|401|148|2152|1481.207830
"ggv - texgen 2"|E:\BoxxyViewer\indra\newview\llface.cpp|1723|209372|0.000008|1563|133|15|2592|161.960961
LLVOVolume::setVolume|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1162|571109|0.000021|682|837|15|8463|1581.025435
"tfwdw - WAIT_HTTP_RESOURCE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1353|3063|0.000000|17|180|42|332|343.574592
LLQueuedThread::addRequest|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|276|34767|0.000001|54|643|39|2297|8162.708651
LLGLSLShader::uniformMatrix4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|2005|773022|0.000029|6261|123|18|1656|107.545899
`anonymous-namespace'::RecordToTracy::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|364|7666|0.000000|44|174|22|577|152.795044
