name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
LLImageGL::updateStats|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|410|4122|0.000000|173|23|22|37|1.582976
LLViewerMedia::updateMedia|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|642|253613|0.000009|172|1474|1105|2546|65648.917809
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|68|101509|0.000004|344|295|71|1257|391.612611
LLViewerObject::processUpdateMessage|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1233|2827526|0.000105|1677|1686|173|26428|2703.683138
LLSettingsVOWater::updateSettings|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|1148|214571|0.000008|173|1240|820|2803|3473.002803
"shadow alpha grass"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9969|132848|0.000005|2048|64|28|2239|172182.240338
LLVertexBuffer::genIndices|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1115|67387|0.000003|2795|24|13|710|2069.947324
LLPipeline::doWaterHaze|E:\BoxxyViewer\indra\newview\pipeline.cpp|9271|558787|0.000021|867|644|6|12980|4283.529529
LLDefaultVBOPool::allocate|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|437|8524622|0.000317|22443|379|17|87160|1399.885993
"httppt - curl_multi_info_read"|E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp|183|315258|0.000012|2006|157|7|4352|1195.787086
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1291|2662|0.000000|17|156|7|508|117.679119
LLGLSLShader::uniform4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1580|13977213|0.000520|564159|24|6|42231|287.576267
LLMemory::updateMemoryInfo|E:\BoxxyViewer\indra\llcommon\llmemory.cpp|112|29930|0.000001|10|2993|2578|4937|18593.314345
LLViewerTextureList::updateImagesFetchTextures|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1251|9871714|0.000367|173|57061|28163|624498|2086107.468604
LLViewerObjectList::findOrphans|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|2002|74743|0.000003|1677|44|10|1312|121.717671
LLPipeline::generateImpostor|E:\BoxxyViewer\indra\newview\pipeline.cpp|11473|2734833|0.000102|261|10478|4392|37171|498980.025991
LLSettingsWater::blend|E:\BoxxyViewer\indra\llinventory\llsettingswater.cpp|237|26205|0.000001|173|151|122|384|33.776798
LLDrawPoolAvatar::renderAvatars|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|668|10578806|0.000394|164070|64|6|23694|585.123661
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::pushIfOpen|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|325|211672|0.000008|974|217|22|8922|3005.867739
LLQueuedThread::update|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|143|48308|0.000002|516|93|15|767|4558.654157
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1300|4950|0.000000|42|117|22|248|30.695992
LLAppViewer::pingMainloopTimeout|E:\BoxxyViewer\indra\newview\llappviewer.cpp|6399|3450173|0.000128|50806|67|34|13979|145.498372
LLGLSLShader::uniform4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1969|548363|0.000020|4702|116|21|4016|159.543508
"vftuf - data good"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1967|4284|0.000000|14|306|51|1083|1478.821698
LLRenderPass::pushMaskBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|561|1459682|0.000054|7733|188|6|7977|7082.824374
LLCore::HttpOpRequest::readCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|811|29088|0.000001|23|1264|588|2139|340.188851
LLGLSLShader::bindTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1159|359912|0.000013|3619|99|14|4768|114.523614
LLVolumeImplFlexible::doUpdateGeometry|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|756|34946|0.000001|129|270|20|1587|1802.626214
"lllog"|E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp|249|9685|0.000000|76|127|13|339|62.144026
LLVertexBuffer::mapIndexBuffer|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1324|513151|0.000019|5723|89|8|1228|94.606377
LLCore::HttpOpRequest::stageFromRequest|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|203|51498|0.000002|43|1197|34|3313|759.308379
LLTrace::PeriodicRecording::getPeriodMedian|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|787|516632|0.000019|172|3003|1728|5270|521.261190
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|17832|0.000001|688|25|6|253|19.639472
"lllog"|E:\BoxxyViewer\indra\llprimitive\llprimitive.cpp|1549|8955|0.000000|282|31|6|266|48.365269
LLDrawPoolAvatar::isDead|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|118|623436|0.000023|15570|40|5|3465|61.020195
LLCore::HttpLibcurl::completeRequest|E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp|320|248707|0.000009|42|5921|1723|9777|2517.493285
process_terse_object_update_improved|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|3665|16111|0.000001|122|132|18|1013|57572.592487
LLFace::getGeometryVolume|E:\BoxxyViewer\indra\newview\llface.cpp|1235|6033178|0.000225|5336|1130|86|204254|30130.527878
"df Snapshot"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1508|310588|0.000012|172|1805|1271|2918|1377281.488718
"lllog"|E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp|275|5207|0.000000|23|226|61|845|154.943831
"getGeometryVolume - norm mat override"|E:\BoxxyViewer\indra\newview\llface.cpp|1566|128120|0.000005|5268|24|7|978|41.098750
"Deffered alpha mask analysis"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|2356|3782|0.000000|1|3782|3782|3782|0.000000
LLPipeline::stateSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3348|11532407|0.000429|83430|138|7|25407|2077.353845
LLVOAvatar::performPartialComplexityUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11942|592397|0.000022|98|6044|1814|13670|119402.003515
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::tryLock|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|278|962221|0.000036|282|3412|88|76369|9214.283845
LLViewerObjectList::removeFromLocalIDTable|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|170|2252|0.000000|42|53|6|458|75.770514
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|129918|0.000005|344|377|50|1410|180.040358
"subimage - batched lines"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1077|94888|0.000004|15|6325|1321|8225|2086.691897
"Clear stats maps"|E:\BoxxyViewer\indra\newview\llperfstats.cpp|219|73707|0.000003|172|428|237|1339|160.902916
LLViewerTextureList::findImage|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|684|8855488|0.000330|58824|150|37|107852|581.114349
"pushRiggedGLTFBatch"|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|1001|10895785|0.000406|36378|299|87|10727|1007.899909
LLThread::currentID|E:\BoxxyViewer\indra\llcommon\llthread.cpp|460|684035|0.000025|49486|13|5|5910|51.301263
"Texture Cache"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1670|72529|0.000003|172|421|306|663|8606.832365
LLHeadRotMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llheadrotmotion.cpp|178|81286|0.000003|184|441|289|1306|126.290973
LLDrawPoolTerrain::renderShadow|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|175|15832|0.000001|1024|15|6|199|12.328352
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::push_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|309|39627|0.000001|111|357|231|1454|135.696855
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5394|21209|0.000001|111|191|76|443|72.825320
LLTextureCache::update|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|820|265678|0.000010|172|1544|571|13907|7122.193872
LLTextureFetch::commonUpdate|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2959|527009|0.000020|172|3064|492|17841|5720.922717
"Picking"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|523|20739|0.000001|173|119|32|5164|391.498478
LLGLSLShader::uniform3f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1884|1582517|0.000059|23253|68|12|7872|207.674990
"network"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5299|73076|0.000003|172|424|245|1206|10365.623184
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|154|6507|0.000000|41|158|108|342|52.299379
"getGeometryVolume - indices"|E:\BoxxyViewer\indra\newview\llface.cpp|1437|1972397|0.000073|4668|422|24|78646|2298.513085
LLParticlePartition::getGeometry|E:\BoxxyViewer\indra\newview\llvopartgroup.cpp|786|34158639|0.001271|3355|10181|378|218968|22142.270314
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|7181|80818|0.000003|3474|23|6|876|22.056050
LLTextureCacheWorker::finishWork|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|729|10411|0.000000|35|297|175|562|3879.339494
LLViewerTexture::bindDefaultImage|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|832|353057|0.000013|4243|83|18|1373|299.778377
"renderAlpha - group"|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|643|28347418|0.001055|178869|158|6|112108|8015.282982
LLVolume::createVolumeFaces|E:\BoxxyViewer\indra\llmath\llvolume.cpp|2935|97989|0.000004|70|1399|73|45943|9388.812952
LLViewerMediaImpl::update|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|2898|293675|0.000011|688|426|50|1798|23781.197781
LL::WorkQueueBase::callWork|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|209|42140302|0.001568|878|47995|15|14946885|5569955.092956
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::done|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|587|74756|0.000003|1512|49|20|476|42.478460
LL::WorkQueueBase::postMaybe|E:\BoxxyViewer\indra\llcommon\workqueue.h|553|12105|0.000000|43|281|222|1048|356.666244
"HUD"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1504|10220420|0.000380|172|59421|51612|176663|3046892.350040
"display - 2"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|801|4735492|0.000176|173|27372|19553|92392|5989085.607341
LLRenderPass::pushUntexturedBatch|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|759|47547050|0.001770|426530|111|41|114116|409.987825
LLStopWatchControlsMixinCommon::setPlayState|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|1060|12910|0.000000|172|75|45|657|9914.364893
LLMutex::isLocked|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|103|3262|0.000000|41|79|20|157|35.759964
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|97677|0.000004|344|283|120|1093|118.372590
LLTrace::SampleAccumulator::sample|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|338|509766|0.000019|3633|140|24|1392|114.631914
LLVolumeImplFlexible::preRebuild|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|727|6433|0.000000|37|173|30|946|4494.200157
"vb cache clean"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1624|5497006|0.000205|15|366467|325276|491484|362709.530178
"processRequest - retry"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|521|70582|0.000003|173|407|27|4653|12391817.796091
LLVOAvatar::getAssociatedVolumes|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11399|2926924|0.000109|214|13677|604|76813|10887.653970
"df JoystickKeyboard"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1441|2671969|0.000099|172|15534|2090|372851|45170.905098
LLPath::generate|E:\BoxxyViewer\indra\llmath\llvolume.cpp|1461|14351|0.000001|33|434|26|4917|3429.076939
FTM_MEDIA_UPDATE_VOLUME|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|2156|419589|0.000016|688|609|355|1908|285.049098
LLImageGL::setManualImage|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1311|3714|0.000000|35|106|21|371|7051.593744
"tfwdw - SEND_HTTP_REQ"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1386|52767|0.000002|17|3103|693|9673|7869.623510
LLHUDNameTag::updateAll|E:\BoxxyViewer\indra\newview\llhudnametag.cpp|744|12980139|0.000483|173|75029|67388|102376|5829.162579
LLVOAvatar::getTotalGPURenderTime|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12711|3061780|0.000114|172|17801|5038|131213|13981.812200
LLViewerObject::createObject|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|153|165648|0.000006|41|4040|2998|5721|2923.845828
LLSettingsVOSky::updateSettings|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|660|340102|0.000013|173|1965|1417|3332|5995.548399
LLAudioEngine::idle|E:\BoxxyViewer\indra\llaudio\llaudioengine.cpp|228|3122359|0.000116|173|18048|13883|34991|22778.227467
LLPipeline::processPartitionQ|E:\BoxxyViewer\indra\newview\pipeline.cpp|3144|51255|0.000002|173|296|157|1469|1456.427564
LLViewerRegion::idleUpdate|E:\BoxxyViewer\indra\newview\llviewerregion.cpp|1615|1109570|0.000041|173|6413|4390|13452|2859.870091
LLPipeline::bindDeferredShader|E:\BoxxyViewer\indra\newview\pipeline.cpp|8341|32493618|0.001209|22650|1434|625|62756|3385.717889
LLPipeline::renderShadow|E:\BoxxyViewer\indra\newview\pipeline.cpp|9821|1102506|0.000041|1024|1076|358|3171|1027392.346321
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginmessagepipe.cpp|308|5857|0.000000|67|87|8|239|73.849150
"Update Camera"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|207|477615|0.000018|345|1384|784|4905|432.564802
"vbo pool miss"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|452|994593|0.000037|106|9382|142|72309|12287.157956
LLVolumeFace::createTangents|E:\BoxxyViewer\indra\llmath\llvolume.cpp|6909|165891|0.000006|8942|18|6|636|45.308666
"lllog"|E:\BoxxyViewer\indra\newview\llcontrolavatar.cpp|592|506|0.000000|6|84|9|204|77.761173
"llvfcs - generate indices"|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7312|18022|0.000001|71|253|11|1233|243.970402
LLVOVolume::regenFaces|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1865|177081|0.000007|142|1247|156|2338|364.436045
LLDrawPoolAvatar::prerender|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|137|534212|0.000020|37976|14|5|897|22.935034
LLDrawable::getSpatialPartition|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1198|2550959|0.000095|62630|40|7|11641|116.764055
"df mainloop"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1422|2415589|0.000090|172|14044|8398|41600|35370.421851
LLVolumeFace::cacheOptimize|E:\BoxxyViewer\indra\llmath\llvolume.cpp|5994|4925905|0.000183|85|57951|1601|2747586|297400.011787
LLTrace::AccumulatorBufferGroup::handOffTo|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|60|39719|0.000001|516|76|35|2379|2389.422742
LLDrawPoolAvatar::endDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|192|83943|0.000003|1821|46|14|942|480.649483
process_object_update|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|3603|7614|0.000000|98|77|24|264|45866.857188
LLCore::HttpOpRequest::sslCertVerifyCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|1052|329500|0.000012|1|329500|329500|329500|0.000000
LLMotionController::updateIdleMotion|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|516|19094224|0.000711|205704|92|5|60491|244.363935
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4140|228|0.000000|3|76|34|100|36.496575
LLWebRTCVoiceClient::sessionState::processSessionStates|E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp|2231|10985|0.000000|43|255|169|1067|148.865551
LLImageDecodeThread::decodeImage|E:\BoxxyViewer\indra\llimage\llimageworker.cpp|97|25882|0.000001|18|1437|463|2235|2181.840440
LLDrawable::updateMoveDamped|E:\BoxxyViewer\indra\newview\lldrawable.cpp|848|15497729|0.000577|77575|199|19|42216|455.197255
LLDrawable::init|E:\BoxxyViewer\indra\newview\lldrawable.cpp|102|89919|0.000003|41|2193|1819|2995|283.679661
"lllog"|E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp|397|210|0.000000|1|210|210|210|0.000000
LLCore::HttpOpRequest::visitNotifier|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|256|844142|0.000031|42|20098|1376|40145|39835.596564
LLEventPolling::Details::LLEventPollImpl::handleMessage|E:\BoxxyViewer\indra\newview\lleventpoll.cpp|101|355999|0.000013|23|15478|13224|21016|6388.747373
LLTextureFetch::removeFromHTTPQueue|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2661|14561|0.000001|23|633|26|1316|426.430267
LLViewerJointMesh::updateFaceData|E:\BoxxyViewer\indra\newview\llviewerjointmesh.cpp|342|438340|0.000016|403|1087|6|16035|1793.355538
LLTextureFetchWorker::DecodeResponder::completed|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|355|14226|0.000001|18|790|414|1455|1657.886163
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|242|188619|0.000007|1677|112|6|1654|77.180023
LLWorld::renderPropertyLines|E:\BoxxyViewer\indra\newview\llworld.cpp|771|50287|0.000002|172|292|139|710|92.317942
LLDrawPoolGrass::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|139|35679|0.000001|317|112|52|326|2478.376276
"Env Update"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|747|31195|0.000001|173|180|98|370|55959.513200
LLGLTFMaterialList::applyQueuedOverrides|E:\BoxxyViewer\indra\newview\llgltfmateriallist.cpp|271|514167|0.000019|4888|105|11|826|197.856675
"df pauseMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1465|64325|0.000002|172|373|126|2172|822.474351
"Emissives"|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|572|1533548|0.000057|10596|144|85|22807|805.495945
"ARC - face list"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|4365|1317275|0.000049|3490|377|10|28760|551.500747
LLTrace::Recording::handleStart|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|129|88996|0.000003|172|517|386|2133|7066.658268
LLPluginClassMedia::idle|E:\BoxxyViewer\indra\llplugin\llpluginclassmedia.cpp|176|3397350|0.000126|861|3945|861|122637|22501.740609
"lllog"|E:\BoxxyViewer\indra\newview\llselectmgr.cpp|6019|120260|0.000004|44|2733|1130|6445|43262.356976
LLSettingsSky::blend|E:\BoxxyViewer\indra\llinventory\llsettingssky.cpp|577|3309289|0.000123|173|19128|14342|113024|12137.828844
LLViewerFetchedTexture::destroyRawImage|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2939|13838|0.000001|360|38|6|660|38.801473
"Render Cube Face"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1160|545982|0.000020|172|3174|1874|6307|1359563.227875
"qt - update"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|166|113422|0.000004|516|219|75|3686|4531.405890
LLPipeline::updateCull|E:\BoxxyViewer\indra\newview\pipeline.cpp|2552|4182825|0.000156|1029|4064|1974|122764|288662.916682
LLStatusBar::draw|E:\BoxxyViewer\indra\newview\llstatusbar.cpp|148|5617505|0.000209|172|32659|25202|101999|16266.043626
LLTrace::AccumulatorBufferGroup::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|124|170846|0.000006|2236|76|32|35748|3235.255428
LLDrawPoolAvatar::beginDeferredSkinned|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|639|45247|0.000002|607|74|31|830|1125.956364
LLDrawPoolAvatar::beginDeferredImpostor|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|545|24383|0.000001|346|70|47|799|616.340596
"df gMeshRepo"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1608|64693|0.000002|172|376|229|941|107.243152
"display - 5"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|994|61372|0.000002|173|354|197|978|2032384.956232
FTM_UPDATE_WORLD_VIEW|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|4197|212784|0.000008|172|1237|741|2425|290.775631
LLViewerObjectList::update|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|834|34529937|0.001285|172|200755|176899|311144|4568207.018324
LLRenderPass::pushRiggedBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|513|1227293|0.000046|16407|74|6|16375|18421.409514
LLPath::genNGon|E:\BoxxyViewer\indra\llmath\llvolume.cpp|1224|85718|0.000003|26|3296|1067|9965|2180.585316
"Network"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5372|382323|0.000014|172|2222|1562|4081|352848.792444
LLBodyNoiseMotion::onUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|368|282399|0.000011|2843|99|14|1028|138.481442
LLTrace::PeriodicRecording::getPeriodMeanPerSec|E:\BoxxyViewer\indra\llcommon\lltracerecording.h|574|25932|0.000001|173|149|92|296|5101.521221
LLOcclusionCullingGroup::checkOcclusion|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1111|58237418|0.002168|472696|123|5|103543|299.969435
"lllog"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|519|746|0.000000|4|186|117|282|79.166491
LLTrace::PeriodicRecording::getPeriodMax|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|741|664609|0.000025|6020|110|88|52820|685.841049
LLDrawPoolTerrain::beginShadowPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|157|332376|0.000012|1024|324|127|1782|356.633724
"shadow alpha masked"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9945|268363|0.000010|2048|131|45|997|7336.321009
"getGeometryVolume - tangent"|E:\BoxxyViewer\indra\newview\llface.cpp|2074|3008100|0.000112|1710|1759|25|241736|11246.613847
LLTextureFetchWorker::CacheReadResponder::completed|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|305|4103|0.000000|19|215|38|608|1180.984312
LLVOAvatar::getMaxGPURenderTime|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12725|204591|0.000008|172|1189|1072|2236|173.036875
"mwp - default"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|3602|460|0.000000|6|76|42|249|248.128596
LLCore::HttpOpRequest::curlSslCtxCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|1025|1955|0.000000|1|1955|1955|1955|0.000000
LLRenderPass::pushUntexturedBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|460|2961184|0.000110|14351|206|6|8384|6556.657346
LLDrawPoolAvatar::render|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|425|4347543|0.000162|164070|26|13|7691|601.025601
`anonymous-namespace'::RecordToStderr::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|239|186205|0.000007|44|4231|3207|6883|2067.586071
LLVOAvatar::getAverageGPURenderTime|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12739|295423|0.000011|172|1717|1495|10672|891.439145
LLVolumeGeometryManager::genDrawInfo|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6574|12560293|0.000467|12464|1007|333|158510|46569.072645
LLTrace::PeriodicRecording::getPeriodMeanPerSec|E:\BoxxyViewer\indra\llcommon\lltracerecording.h|552|2623419|0.000098|1035|2534|92|8765|1940.570316
"tfwdw - DECODE_IMAGE_UPDATE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1825|22079|0.000001|36|613|28|6669|2297.352495
LLRenderPass::pushUntexturedRiggedBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|541|7555724|0.000281|13312|567|6|70417|18380.541589
LLViewerFetchedTexture::scheduleCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1609|7504|0.000000|14|536|61|1234|542.132896
LLPipeline::renderDeferredLighting|E:\BoxxyViewer\indra\newview\pipeline.cpp|8602|1524323|0.000057|344|4431|1306|14332|4422276.033669
LLVOVolume::updateTextures|E:\BoxxyViewer\indra\newview\llvovolume.cpp|795|24373820|0.000907|32942|739|14|87385|3585.227718
`anonymous-namespace'::ImplMap::makeMap|E:\BoxxyViewer\indra\llcommon\llsd.cpp|487|179441|0.000007|6978|25|5|7477|152.748989
LLVOAvatarSelf::writeWearablesToAvatar|E:\BoxxyViewer\indra\newview\llvoavatarself.cpp|813|8504528|0.000317|172|49444|42837|96556|6069.038840
"doOcclusion - draw"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1269|1086053|0.000040|45099|24|19|5870|48.459092
LLSDXMLParser::doParse|E:\BoxxyViewer\indra\llcommon\llsdserialize_xml.cpp|1008|2426940|0.000090|127|19109|7291|39573|11452.819326
LLDrawPoolBump::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|597|286655|0.000011|1011|283|126|7781|6785.581384
"doOcclusion - set state"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1289|372515|0.000014|45099|8|6|2007|17.325387
"lllog"|E:\BoxxyViewer\indra\newview\lltoolpie.cpp|832|22628|0.000001|172|131|95|704|55.643077
LLMotionController::activateMotionInstance|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|979|60765|0.000002|134|453|70|2355|1791.370247
"rmdo - glGetQueryObject"|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|351|2309554|0.000086|14878|155|38|24993|251.319668
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1852|6797|0.000000|18|377|33|1719|379.236152
"df idle"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1472|63668|0.000002|172|370|193|1043|6520171.664863
"calcPixelArea - rigged"|E:\BoxxyViewer\indra\newview\llface.cpp|2296|243469881|0.009062|372858|652|16|149659|720.934843
LLTextBase::reflow|E:\BoxxyViewer\indra\llui\lltextbase.cpp|1834|1354562|0.000050|20126|67|12|5197|245.645719
LLTextureFetch::getRequestFinished|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2795|71557|0.000003|14|5111|1864|9037|35834.701947
